Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[20]     2.2    0.00    0.01      12         unsigned long* std::uninitialized_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [20]
                0.00    0.01      12/12          unsigned long* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [18]
-----------------------------------------------
                0.00    0.01      12/12          unsigned long* std::__uninitialized_move_if_noexcept_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [22]
[21]     2.2    0.00    0.01      12         unsigned long* std::__uninitialized_copy_a<std::move_iterator<unsigned long*>, unsigned long*, unsigned long>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*, std::allocator<unsigned long>&) [21]
                0.00    0.01      12/12          unsigned long* std::uninitialized_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [20]
-----------------------------------------------
                0.00    0.01      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long, unsigned long const&) [14]
[22]     2.2    0.00    0.01      12         unsigned long* std::__uninitialized_move_if_noexcept_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [22]
                0.00    0.01      12/12          unsigned long* std::__uninitialized_copy_a<std::move_iterator<unsigned long*>, unsigned long*, unsigned long>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*, std::allocator<unsigned long>&) [21]
                0.00    0.00      24/24          std::move_iterator<unsigned long*> std::__make_move_if_noexcept_iterator<unsigned long*, std::move_iterator<unsigned long*> >(unsigned long*) [113]
-----------------------------------------------
                0.00    0.01      12/12          unsigned long* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [18]
[23]     2.2    0.00    0.01      12         unsigned long* std::copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [23]
                0.00    0.01      12/12          unsigned long* std::__copy_move_a2<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [19]
                0.00    0.00      24/24          std::_Miter_base<std::move_iterator<unsigned long*> >::iterator_type std::__miter_base<std::move_iterator<unsigned long*> >(std::move_iterator<unsigned long*>) [112]
-----------------------------------------------
                0.00    0.01    4165/4165        bev_read_cb(bufferevent*, void*) [25]
[24]     1.3    0.00    0.01    4165         Connection::read_callback() [24]
                0.01    0.00   10003/10003       Connection::pop_op() [26]
                0.00    0.00    8976/10000       Connection::issue_set(char const*, char const*, int, double) [33]
                0.00    0.00       3/11          Connection::drive_write_machine(double) [35]
                0.00    0.00       3/10016       get_time() [32]
                0.00    0.00   32503/42524       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::size() const [63]
                0.00    0.00   14164/14164       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::front() [71]
                0.00    0.00    8976/10003       KeyGenerator::generate(unsigned long) [76]
                0.00    0.00    8976/20003       Fixed::generate(double) [66]
                0.00    0.00       3/3           ConnectionStats::log_get(Operation&) [219]
                0.00    0.00       1/11          log_file_line(log_level_t, char const*, int, char const*, ...) [140]
-----------------------------------------------
                                                 <spontaneous>
[25]     1.3    0.00    0.01                 bev_read_cb(bufferevent*, void*) [25]
                0.00    0.01    4165/4165        Connection::read_callback() [24]
-----------------------------------------------
                0.01    0.00   10003/10003       Connection::read_callback() [24]
[26]     1.3    0.01    0.00   10003         Connection::pop_op() [26]
                0.00    0.00   10006/42524       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::size() const [63]
                0.00    0.00   10003/10003       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::pop() [83]
-----------------------------------------------
                0.00    0.01       1/1           do_mutilate(std::vector<std::string, std::allocator<std::string> > const&, options_t&, ConnectionStats&, bool) [2]
[27]     1.3    0.00    0.01       1         Connection::Connection(event_base*, evdns_base*, std::string, std::string, options_t, bool) [27]
                0.00    0.01       1/2           ConnectionStats::ConnectionStats(bool) [17]
                0.00    0.00       3/3           createGenerator(std::string) [213]
                0.00    0.00       1/1           std::deque<Operation, std::allocator<Operation> >::deque() [342]
                0.00    0.00       1/1           std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::queue(std::deque<Operation, std::allocator<Operation> >&&) [343]
                0.00    0.00       1/2           std::deque<Operation, std::allocator<Operation> >::~deque() [277]
                0.00    0.00       1/1           KeyGenerator::KeyGenerator(Generator*, double) [312]
                0.00    0.00       1/11          log_file_line(log_level_t, char const*, int, char const*, ...) [140]
                0.00    0.00       1/1           Exponential::set_lambda(double) [308]
-----------------------------------------------
                0.00    0.00       6/6           void std::uninitialized_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [29]
[28]     0.4    0.00    0.00       6         void std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [28]
                0.00    0.00       6/6           unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [31]
-----------------------------------------------
                0.00    0.00       6/6           void std::__uninitialized_fill_n_a<unsigned long*, unsigned long, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::allocator<unsigned long>&) [30]
[29]     0.4    0.00    0.00       6         void std::uninitialized_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [29]
                0.00    0.00       6/6           void std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [28]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long, unsigned long const&) [14]
[30]     0.4    0.00    0.00       6         void std::__uninitialized_fill_n_a<unsigned long*, unsigned long, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::allocator<unsigned long>&) [30]
                0.00    0.00       6/6           void std::uninitialized_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [29]
-----------------------------------------------
                0.00    0.00       6/6           void std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [28]
[31]     0.4    0.00    0.00       6         unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [31]
                0.00    0.00       6/42          std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [12]
                0.00    0.00       6/6           __gnu_cxx::__enable_if<std::__is_scalar<unsigned long>::__value, unsigned long*>::__type std::__fill_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [186]
-----------------------------------------------
                0.00    0.00       1/10016       main [1]
                0.00    0.00       3/10016       Connection::read_callback() [24]
                0.00    0.00       4/10016       do_mutilate(std::vector<std::string, std::allocator<std::string> > const&, options_t&, ConnectionStats&, bool) [2]
                0.00    0.00       8/10016       Connection::drive_write_machine(double) [35]
                0.00    0.00   10000/10016       Connection::issue_set(char const*, char const*, int, double) [33]
[32]     0.1    0.00    0.00   10016         get_time() [32]
                0.00    0.00   10016/4489330     tv_to_double(timeval*) [4]
-----------------------------------------------
                0.00    0.00    1024/10000       Connection::start_loading() [34]
                0.00    0.00    8976/10000       Connection::read_callback() [24]
[33]     0.1    0.00    0.00   10000         Connection::issue_set(char const*, char const*, int, double) [33]
                0.00    0.00   10000/10016       get_time() [32]
                0.00    0.00   10000/10003       Operation::Operation() [78]
                0.00    0.00   10000/10003       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::push(Operation const&) [84]
                0.00    0.00   10000/20006       Operation::~Operation() [65]
-----------------------------------------------
                0.00    0.00       1/1           do_mutilate(std::vector<std::string, std::allocator<std::string> > const&, options_t&, ConnectionStats&, bool) [2]
[34]     0.0    0.00    0.00       1         Connection::start_loading() [34]
                0.00    0.00    1024/10000       Connection::issue_set(char const*, char const*, int, double) [33]
                0.00    0.00    1024/10003       KeyGenerator::generate(unsigned long) [76]
                0.00    0.00    1024/20003       Fixed::generate(double) [66]
-----------------------------------------------
                0.00    0.00       1/11          do_mutilate(std::vector<std::string, std::allocator<std::string> > const&, options_t&, ConnectionStats&, bool) [2]
                0.00    0.00       3/11          Connection::read_callback() [24]
                0.00    0.00       7/11          Connection::timer_callback() [36]
[35]     0.0    0.00    0.00      11         Connection::drive_write_machine(double) [35]
                0.00    0.00       8/10016       get_time() [32]
                0.00    0.00      11/4479325     Connection::check_exit_condition(double) [6]
                0.00    0.00      15/42524       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::size() const [63]
                0.00    0.00       8/8           double_to_tv(double, timeval*) [142]
                0.00    0.00       4/4           Exponential::generate(double) [197]
                0.00    0.00       3/3           Connection::issue_something(double) [215]
                0.00    0.00       3/3           ConnectionStats::log_op(double) [218]
-----------------------------------------------
                0.00    0.00       7/7           timer_cb(int, short, void*) [37]
[36]     0.0    0.00    0.00       7         Connection::timer_callback() [36]
                0.00    0.00       7/11          Connection::drive_write_machine(double) [35]
-----------------------------------------------
                                                 <spontaneous>
[37]     0.0    0.00    0.00                 timer_cb(int, short, void*) [37]
                0.00    0.00       7/7           Connection::timer_callback() [36]
-----------------------------------------------
                0.00    0.00       2/2           cmdline_parser_internal(int, char**, gengetopt_args_info*, cmdline_parser_params*, char const*) [301]
[38]     0.0    0.00    0.00       2         cmdline_parser_init [38]
                0.00    0.00       2/2           clear_args(gengetopt_args_info*) [232]
                0.00    0.00       2/4           clear_given(gengetopt_args_info*) [194]
                0.00    0.00       2/2           init_args_info(gengetopt_args_info*) [233]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[39]     0.0    0.00    0.00       1         cmdline_parser [39]
                0.00    0.00       1/1           cmdline_parser2 [40]
-----------------------------------------------
                0.00    0.00       1/1           cmdline_parser [39]
[40]     0.0    0.00    0.00       1         cmdline_parser2 [40]
                0.00    0.00       1/1           cmdline_parser_internal(int, char**, gengetopt_args_info*, cmdline_parser_params*, char const*) [301]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[41]     0.0    0.00    0.00       1         cmdline_parser_free [41]
                0.00    0.00       1/2           cmdline_parser_release(gengetopt_args_info*) [235]
-----------------------------------------------
                0.00    0.00 4483483/4483483     do_mutilate(std::vector<std::string, std::allocator<std::string> > const&, options_t&, ConnectionStats&, bool) [2]
[58]     0.0    0.00    0.00 4483483         __gnu_cxx::__normal_iterator<Connection**, std::vector<Connection*, std::allocator<Connection*> > >::operator++() [58]
-----------------------------------------------
                0.00    0.00 4483483/4483483     do_mutilate(std::vector<std::string, std::allocator<std::string> > const&, options_t&, ConnectionStats&, bool) [2]
[59]     0.0    0.00    0.00 4483483         __gnu_cxx::__normal_iterator<Connection**, std::vector<Connection*, std::allocator<Connection*> > >::operator*() const [59]
-----------------------------------------------
                0.00    0.00       4/45066       std::_Deque_base<Operation, std::allocator<Operation> >::_M_initialize_map(unsigned long) [258]
                0.00    0.00     627/45066       std::_Deque_base<Operation, std::allocator<Operation> >::_M_deallocate_node(Operation*) [96]
                0.00    0.00     627/45066       std::_Deque_base<Operation, std::allocator<Operation> >::_M_allocate_node() [95]
                0.00    0.00   43808/45066       std::_Deque_iterator<Operation, Operation&, Operation*>::_S_buffer_size() [61]
[60]     0.0    0.00    0.00   45066         std::__deque_buf_size(unsigned long) [60]
-----------------------------------------------
                0.00    0.00    1284/43808       std::_Deque_iterator<Operation, Operation&, Operation*>::_M_set_node(Operation**) [89]
                0.00    0.00   42524/43808       std::_Deque_iterator<Operation, Operation&, Operation*>::difference_type std::operator-<Operation, Operation&, Operation*>(std::_Deque_iterator<Operation, Operation&, Operation*> const&, std::_Deque_iterator<Operation, Operation&, Operation*> const&) [64]
[61]     0.0    0.00    0.00   43808         std::_Deque_iterator<Operation, Operation&, Operation*>::_S_buffer_size() [61]
                0.00    0.00   43808/45066       std::__deque_buf_size(unsigned long) [60]
-----------------------------------------------
                0.00    0.00   42524/42524       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::size() const [63]
[62]     0.0    0.00    0.00   42524         std::deque<Operation, std::allocator<Operation> >::size() const [62]
                0.00    0.00   42524/42524       std::_Deque_iterator<Operation, Operation&, Operation*>::difference_type std::operator-<Operation, Operation&, Operation*>(std::_Deque_iterator<Operation, Operation&, Operation*> const&, std::_Deque_iterator<Operation, Operation&, Operation*> const&) [64]
-----------------------------------------------
                0.00    0.00      15/42524       Connection::drive_write_machine(double) [35]
                0.00    0.00   10006/42524       Connection::pop_op() [26]
                0.00    0.00   32503/42524       Connection::read_callback() [24]
[63]     0.0    0.00    0.00   42524         std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::size() const [63]
                0.00    0.00   42524/42524       std::deque<Operation, std::allocator<Operation> >::size() const [62]
-----------------------------------------------
                0.00    0.00   42524/42524       std::deque<Operation, std::allocator<Operation> >::size() const [62]
[64]     0.0    0.00    0.00   42524         std::_Deque_iterator<Operation, Operation&, Operation*>::difference_type std::operator-<Operation, Operation&, Operation*>(std::_Deque_iterator<Operation, Operation&, Operation*> const&, std::_Deque_iterator<Operation, Operation&, Operation*> const&) [64]
                0.00    0.00   42524/43808       std::_Deque_iterator<Operation, Operation&, Operation*>::_S_buffer_size() [61]
-----------------------------------------------
                0.00    0.00       3/20006       Connection::issue_get(char const*, double) [216]
                0.00    0.00   10000/20006       Connection::issue_set(char const*, char const*, int, double) [33]
                0.00    0.00   10003/20006       void __gnu_cxx::new_allocator<Operation>::destroy<Operation>(Operation*) [79]
[65]     0.0    0.00    0.00   20006         Operation::~Operation() [65]
-----------------------------------------------
                0.00    0.00    1024/20003       Connection::start_loading() [34]
                0.00    0.00    8976/20003       Connection::read_callback() [24]
                0.00    0.00   10003/20003       KeyGenerator::generate(unsigned long) [76]
[66]     0.0    0.00    0.00   20003         Fixed::generate(double) [66]
-----------------------------------------------
                0.00    0.00       2/14174       std::deque<Operation, std::allocator<Operation> >::end() [276]
                0.00    0.00       2/14174       void std::swap<std::_Deque_iterator<Operation, Operation&, Operation*> >(std::_Deque_iterator<Operation, Operation&, Operation*>&, std::_Deque_iterator<Operation, Operation&, Operation*>&) [291]
                0.00    0.00       4/14174       std::deque<Operation, std::allocator<Operation> >::_M_destroy_data(std::_Deque_iterator<Operation, Operation&, Operation*>, std::_Deque_iterator<Operation, Operation&, Operation*>, std::allocator<Operation> const&) [274]
                0.00    0.00   14166/14174       std::deque<Operation, std::allocator<Operation> >::begin() [68]
[67]     0.0    0.00    0.00   14174         std::_Deque_iterator<Operation, Operation&, Operation*>::_Deque_iterator(std::_Deque_iterator<Operation, Operation&, Operation*> const&) [67]
-----------------------------------------------
                0.00    0.00       2/14166       std::deque<Operation, std::allocator<Operation> >::~deque() [277]
                0.00    0.00   14164/14166       std::deque<Operation, std::allocator<Operation> >::front() [70]
[68]     0.0    0.00    0.00   14166         std::deque<Operation, std::allocator<Operation> >::begin() [68]
                0.00    0.00   14166/14174       std::_Deque_iterator<Operation, Operation&, Operation*>::_Deque_iterator(std::_Deque_iterator<Operation, Operation&, Operation*> const&) [67]
-----------------------------------------------
                0.00    0.00   14164/14164       std::deque<Operation, std::allocator<Operation> >::front() [70]
[69]     0.0    0.00    0.00   14164         std::_Deque_iterator<Operation, Operation&, Operation*>::operator*() const [69]
-----------------------------------------------
                0.00    0.00   14164/14164       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::front() [71]
[70]     0.0    0.00    0.00   14164         std::deque<Operation, std::allocator<Operation> >::front() [70]
                0.00    0.00   14164/14166       std::deque<Operation, std::allocator<Operation> >::begin() [68]
                0.00    0.00   14164/14164       std::_Deque_iterator<Operation, Operation&, Operation*>::operator*() const [69]
-----------------------------------------------
                0.00    0.00   14164/14164       Connection::read_callback() [24]
[71]     0.0    0.00    0.00   14164         std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::front() [71]
                0.00    0.00   14164/14164       std::deque<Operation, std::allocator<Operation> >::front() [70]
-----------------------------------------------
                0.00    0.00     625/10628       _ZNSt5dequeI9OperationSaIS0_EE16_M_push_back_auxIJRKS0_EEEvDpOT_ [98]
                0.00    0.00   10003/10628       _ZN9__gnu_cxx13new_allocatorI9OperationE9constructIS1_JRKS1_EEEvPT_DpOT0_ [80]
[72]     0.0    0.00    0.00   10628         Operation const&&& std::forward<Operation const&>(std::remove_reference<Operation const&>::type&) [72]
-----------------------------------------------
                0.00    0.00       1/10006       _ZN9__gnu_cxx13new_allocatorISsE9constructISsJSsEEEvPT_DpOT0_ [318]
                0.00    0.00       2/10006       _ZN9__gnu_cxx13new_allocatorIP10ConnectionE9constructIS2_IRKS2_EEEvPT_DpOT0_ [244]
                0.00    0.00   10003/10006       _ZN9__gnu_cxx13new_allocatorI9OperationE9constructIS1_JRKS1_EEEvPT_DpOT0_ [80]
[73]     0.0    0.00    0.00   10006         operator new(unsigned long, void*) [73]
-----------------------------------------------
                0.00    0.00   10003/10003       fnv_64(unsigned long) [75]
[74]     0.0    0.00    0.00   10003         fnv_64_buf(void const*, unsigned long) [74]
-----------------------------------------------
                0.00    0.00   10003/10003       KeyGenerator::generate(unsigned long) [76]
[75]     0.0    0.00    0.00   10003         fnv_64(unsigned long) [75]
                0.00    0.00   10003/10003       fnv_64_buf(void const*, unsigned long) [74]
-----------------------------------------------
                0.00    0.00       3/10003       Connection::issue_something(double) [215]
                0.00    0.00    1024/10003       Connection::start_loading() [34]
                0.00    0.00    8976/10003       Connection::read_callback() [24]
[76]     0.0    0.00    0.00   10003         KeyGenerator::generate(unsigned long) [76]
                0.00    0.00   10003/10003       fnv_64(unsigned long) [75]
                0.00    0.00   10003/20003       Fixed::generate(double) [66]
-----------------------------------------------
                0.00    0.00   10003/10003       _ZN9__gnu_cxx13new_allocatorI9OperationE9constructIS1_JRKS1_EEEvPT_DpOT0_ [80]
[77]     0.0    0.00    0.00   10003         Operation::Operation(Operation const&) [77]
-----------------------------------------------
                0.00    0.00       3/10003       Connection::issue_get(char const*, double) [216]
                0.00    0.00   10000/10003       Connection::issue_set(char const*, char const*, int, double) [33]
[78]     0.0    0.00    0.00   10003         Operation::Operation() [78]
-----------------------------------------------
                0.00    0.00     625/10003       std::deque<Operation, std::allocator<Operation> >::_M_pop_front_aux() [97]
                0.00    0.00    9378/10003       std::deque<Operation, std::allocator<Operation> >::pop_front() [81]
[79]     0.0    0.00    0.00   10003         void __gnu_cxx::new_allocator<Operation>::destroy<Operation>(Operation*) [79]
                0.00    0.00   10003/20006       Operation::~Operation() [65]
-----------------------------------------------
                0.00    0.00     625/10003       _ZNSt5dequeI9OperationSaIS0_EE16_M_push_back_auxIJRKS0_EEEvDpOT_ [98]
                0.00    0.00    9378/10003       std::deque<Operation, std::allocator<Operation> >::push_back(Operation const&) [82]
[80]     0.0    0.00    0.00   10003         _ZN9__gnu_cxx13new_allocatorI9OperationE9constructIS1_JRKS1_EEEvPT_DpOT0_ [80]
                0.00    0.00   10003/10628       Operation const&&& std::forward<Operation const&>(std::remove_reference<Operation const&>::type&) [72]
                0.00    0.00   10003/10006       operator new(unsigned long, void*) [73]
                0.00    0.00   10003/10003       Operation::Operation(Operation const&) [77]
-----------------------------------------------
                0.00    0.00   10003/10003       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::pop() [83]
[81]     0.0    0.00    0.00   10003         std::deque<Operation, std::allocator<Operation> >::pop_front() [81]
                0.00    0.00    9378/10003       void __gnu_cxx::new_allocator<Operation>::destroy<Operation>(Operation*) [79]
                0.00    0.00     625/625         std::deque<Operation, std::allocator<Operation> >::_M_pop_front_aux() [97]
-----------------------------------------------
                0.00    0.00   10003/10003       std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::push(Operation const&) [84]
[82]     0.0    0.00    0.00   10003         std::deque<Operation, std::allocator<Operation> >::push_back(Operation const&) [82]
                0.00    0.00    9378/10003       _ZN9__gnu_cxx13new_allocatorI9OperationE9constructIS1_JRKS1_EEEvPT_DpOT0_ [80]
                0.00    0.00     625/625         _ZNSt5dequeI9OperationSaIS0_EE16_M_push_back_auxIJRKS0_EEEvDpOT_ [98]
-----------------------------------------------
                0.00    0.00   10003/10003       Connection::pop_op() [26]
[83]     0.0    0.00    0.00   10003         std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::pop() [83]
                0.00    0.00   10003/10003       std::deque<Operation, std::allocator<Operation> >::pop_front() [81]
-----------------------------------------------
                0.00    0.00       3/10003       Connection::issue_get(char const*, double) [216]
                0.00    0.00   10000/10003       Connection::issue_set(char const*, char const*, int, double) [33]
[84]     0.0    0.00    0.00   10003         std::queue<Operation, std::deque<Operation, std::allocator<Operation> > >::push(Operation const&) [84]
                0.00    0.00   10003/10003       std::deque<Operation, std::allocator<Operation> >::push_back(Operation const&) [82]
-----------------------------------------------
                0.00    0.00      12/6508        std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long, unsigned long const&) [14]
                0.00    0.00      12/6508        __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::difference_type __gnu_cxx::operator-<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [160]
                0.00    0.00    6484/6508        bool __gnu_cxx::operator!=<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [86]
[85]     0.0    0.00    0.00    6508         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::base() const [85]
-----------------------------------------------
                0.00    0.00    3242/3242        LogHistogramSampler::total() [114]
[86]     0.0    0.00    0.00    3242         bool __gnu_cxx::operator!=<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [86]
                0.00    0.00    6484/6508        __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::base() const [85]
-----------------------------------------------
                0.00    0.00    3221/3221        LogHistogramSampler::total() [114]
[87]     0.0    0.00    0.00    3221         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator++() [87]
-----------------------------------------------
                0.00    0.00    3221/3221        LogHistogramSampler::total() [114]
[88]     0.0    0.00    0.00    3221         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator*() const [88]
-----------------------------------------------
                0.00    0.00       4/1284        std::_Deque_base<Operation, std::allocator<Operation> >::_M_initialize_map(unsigned long) [258]
                0.00    0.00      30/1284        std::deque<Operation, std::allocator<Operation> >::_M_reallocate_map(unsigned long, bool) [117]
                0.00    0.00     625/1284        _ZNSt5dequeI9OperationSaIS0_EE16_M_push_back_auxIJRKS0_EEEvDpOT_ [98]
                0.00    0.00     625/1284        std::deque<Operation, std::allocator<Operation> >::_M_pop_front_aux() [97]
[89]     0.0    0.00    0.00    1284         std::_Deque_iterator<Operation, Operation&, Operation*>::_M_set_node(Operation**) [89]
                0.00    0.00    1284/43808       std::_Deque_iterator<Operation, Operation&, Operation*>::_S_buffer_size() [61]
-----------------------------------------------
                0.00    0.00       6/905         LogHistogramSampler::sample(double) [151]
                0.00    0.00      12/905         std::vector<unsigned long, std::allocator<unsigned long> >::resize(unsigned long, unsigned long const&) [16]
                0.00    0.00      24/905         std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [164]
                0.00    0.00     351/905         LogHistogramSampler::get_nth(double) [123]
                0.00    0.00     512/905         LogHistogramSampler::accumulate(LogHistogramSampler const&) [220]
[90]     0.0    0.00    0.00     905         std::vector<unsigned long, std::allocator<unsigned long> >::size() const [90]
-----------------------------------------------
                0.00    0.00       6/884         LogHistogramSampler::sample(double) [151]
                0.00    0.00     375/884         LogHistogramSampler::get_nth(double) [123]
                0.00    0.00     503/884         LogHistogramSampler::accumulate(LogHistogramSampler const&) [220]
[91]     0.0    0.00    0.00     884         std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [91]
-----------------------------------------------
                0.00    0.00     627/627         std::_Deque_base<Operation, std::allocator<Operation> >::_M_deallocate_node(Operation*) [96]
[92]     0.0    0.00    0.00     627         __gnu_cxx::new_allocator<Operation>::deallocate(Operation*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00     627/627         std::_Deque_base<Operation, std::allocator<Operation> >::_M_allocate_node() [95]
[93]     0.0    0.00    0.00     627         __gnu_cxx::new_allocator<Operation>::allocate(unsigned long, void const*) [93]
                0.00    0.00     627/627         __gnu_cxx::new_allocator<Operation>::max_size() const [94]
-----------------------------------------------
                0.00    0.00     627/627         __gnu_cxx::new_allocator<Operation>::allocate(unsigned long, void const*) [93]
[94]     0.0    0.00    0.00     627         __gnu_cxx::new_allocator<Operation>::max_size() const [94]
-----------------------------------------------
                0.00    0.00       2/627         std::_Deque_base<Operation, std::allocator<Operation> >::_M_create_nodes(Operation**, Operation**) [256]
                0.00    0.00     625/627         _ZNSt5dequeI9OperationSaIS0_EE16_M_push_back_auxIJRKS0_EEEvDpOT_ [98]
[95]     0.0    0.00    0.00     627         std::_Deque_base<Operation, std::allocator<Operation> >::_M_allocate_node() [95]
                0.00    0.00     627/45066       std::__deque_buf_size(unsigned long) [60]
                0.00    0.00     627/627         __gnu_cxx::new_allocator<Operation>::allocate(unsigned long, void const*) [93]
-----------------------------------------------
                0.00    0.00       2/627         std::_Deque_base<Operation, std::allocator<Operation> >::_M_destroy_nodes(Operation**, Operation**) [257]
                0.00    0.00     625/627         std::deque<Operation, std::allocator<Operation> >::_M_pop_front_aux() [97]
[96]     0.0    0.00    0.00     627         std::_Deque_base<Operation, std::allocator<Operation> >::_M_deallocate_node(Operation*) [96]
                0.00    0.00     627/45066       std::__deque_buf_size(unsigned long) [60]
                0.00    0.00     627/627         __gnu_cxx::new_allocator<Operation>::deallocate(Operation*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00     625/625         std::deque<Operation, std::allocator<Operation> >::pop_front() [81]
[97]     0.0    0.00    0.00     625         std::deque<Operation, std::allocator<Operation> >::_M_pop_front_aux() [97]
                0.00    0.00     625/10003       void __gnu_cxx::new_allocator<Operation>::destroy<Operation>(Operation*) [79]
                0.00    0.00     625/627         std::_Deque_base<Operation, std::allocator<Operation> >::_M_deallocate_node(Operation*) [96]
